GENEID	R3452	R3462	R3485	R2869	R3098	R3467
IPO13	4763	5066	4674	7462	1286	5757
DPH2	1790	1637	2154	1180	235	973
ATP6V0B	7380	6448	7718	5972	1379	5342
B4GALT2	8700	7753	11862	4874	1818	4530
CCDC24	942	792	847	821	283	617
SLC6A9	1480	743	1136	1688	237	871
KLF17	1	2	12	4	10	2
DMAP1	4093	4264	3495	2323	645	2000
ERI3	4339	4740	5949	5125	1921	4029
RNF220	7988	7685	9832	9640	1812	7998
TMEM53	307	318	439	431	184	378
C1orf228	188	421	472	188	114	152
KIF2C	1558	1873	238	26	15	36
RPS8	57346	58206	50578	7828	5421	5917
SNORD55	56	57	30	25	7	38
SNORD46	41	61	30	18	2	8
SNORD38A	55	55	66	26	8	19
SNORD38B	55	76	43	24	17	23
BEST4	81	154	217	49	10	102
PLK3	1084	1356	1670	300	157	365
TCTEX1D4	9	6	4	2	1	2
BTBD19	114	70	71	62	31	127
PTCH2	4300	2324	2632	974	189	772
EIF2B3	2202	2348	2646	1327	253	1230
HECTD3	8140	7354	8012	2689	539	2101
UROD	2089	2270	2212	2987	1005	2385
ZSWIM5	6288	7801	6103	675	214	657
LOC400752	55	68	35	69	28	38
HPDL	157	130	153	96	48	48
MUTYH	1890	1736	1251	518	221	274
TOE1	729	607	567	299	131	256
TESK2	118	107	98	687	190	354
CCDC163P	337	476	281	165	221	91
MMACHC	605	600	607	394	96	404
PRDX1	9662	12675	7718	11447	5972	6358
AKR1A1	5992	5471	5270	1986	603	1423
NASP	20620	23513	18124	4352	1291	3019
CCDC17	53	78	35	36	11	6
GPBP1L1	4669	6696	5104	3600	1146	3206
RPS15AP10	60	112	48	13	0	26
TMEM69	1453	1644	1779	921	297	663
IPP	1305	1332	1374	512	152	512
MAST2	20319	28218	22664	4724	992	4740
PIK3R3	7994	10993	7233	2105	491	2403
TSPAN1	96	133	172	43	16	26
POMGNT1	5979	7359	7951	5149	1565	3782
LURAP1	59	74	168	168	68	252
RAD54L	653	875	256	131	32	127
LRRC41	5136	6301	6087	3136	862	2648
UQCRH	7295	9555	10427	7463	2085	5848
NSUN4	1663	1793	1809	1033	224	1011
FAAH	2623	2057	1911	2501	508	1725
LOC729041	28	26	23	44	6	17
DMBX1	0	0	0	0	0	0
LOC100507423	37	78	87	40	4	30
KNCN	10	4	22	151	20	159
MKNK1	952	1267	1292	1359	364	1018
MOB3C	133	506	404	337	259	196
ATPAF1	2401	3123	2765	4686	2123	4562
ATPAF1-AS1	0	0	0	0	0	0
LOC100130197	20	34	20	3	3	2
KIAA0494	3691	4749	3653	6551	3439	5048
CYP4B1	0	4	0	6	8	0
CYP4Z2P	1	6	7	2	1	1
CYP4A11	40	31	46	33	0	16
CYP4X1	1123	964	2084	1421	276	1351
CYP4Z1	21	22	41	54	13	71
CYP4A22	3	0	2	1	0	5
PDZK1IP1	0	0	2	0	6	2
TAL1	183	216	139	193	34	75
STIL	1480	1414	912	184	29	167
CMPK1	8497	9954	12724	7716	2501	6169
FOXE3	4	6	4	6	2	4
MGC12982	8	20	33	8	40	17
FOXD2	6	43	50	2	32	14
LOC388630	17	46	72	22	81	29
SKINTL	0	4	2	15	0	7
SLC5A9	6	28	9	37	7	34
SPATA6	396	695	379	778	408	498
AGBL4	127	175	299	817	37	1116
BEND5	1213	1730	1016	1109	186	1019
ELAVL4	5353	10813	10344	2845	61	5138
DMRTA2	1351	1184	64	29	2	23
FAF1	2804	3928	4056	2206	497	2065
CDKN2C	1120	1501	135	436	315	223
C1orf185	0	0	0	0	0	4
RNF11	10709	13388	18776	22509	4818	22087
TTC39A	23	39	50	394	13	277
EPS15	5198	10678	15355	16201	3539	17074
OSBPL9	3861	4943	4517	2600	1001	1873
NRD1	13240	14956	15047	8520	1680	9001
MIR761	0	0	0	0	0	0
RAB3B	1824	1832	5962	1809	34	3425
TXNDC12	2078	2627	2191	2198	702	1404
KTI12	643	675	575	372	42	363
BTF3L4	9121	10859	13937	3175	651	3465
ZFYVE9	6741	8055	10162	4697	757	7075
CC2D1B	3719	3795	3677	2011	686	1366
ORC1	448	426	128	22	4	21
PRPF38A	5645	8184	6128	1975	957	1429
ZCCHC11	11516	13389	12259	1666	599	1652
GPX7	430	841	694	92	54	69
FAM159A	8	8	13	9	2	3
SELRC1	2288	2570	5052	800	110	1089
ZYG11B	13136	19136	25270	6976	771	10075
ZYG11A	29	26	4	0	0	2
ECHDC2	799	720	153	948	813	451
SCP2	3501	4450	4209	5107	2220	3721
PODN	141	127	130	279	235	143
SLC1A7	2	10	6	22	16	11
CPT2	702	910	580	579	340	331
C1orf123	2227	2431	2388	1842	747	1440
MAGOH	1186	1436	985	993	273	526
LOC100507564	36	29	16	19	12	25
LRP8	33566	39236	20387	2751	657	3845
FLJ40434	2	2	0	0	0	0
DMRTB1	10	16	0	0	0	0
GLIS1	29	7	10	132	33	104
TMEM48	3609	3408	3500	917	186	1031
YIPF1	1060	1521	1280	1049	235	1239
DIO1	3	15	13	0	0	4
HSPB11	826	1199	1438	705	294	573
LRRC42	1887	2007	1580	466	176	386
LDLRAD1	0	0	0	0	0	0
TMEM59	8404	8526	8742	9036	2984	5791
TCEANC2	997	1256	1020	434	206	301
MIR4781	0	1	0	0	0	0
CDCP2	6	18	4	12	4	25
CYB5RL	644	889	854	141	64	257
MRPL37	3695	3464	3351	2567	499	2578
SSBP3	17259	9167	12677	5791	688	5913
ACOT11	58	50	37	207	205	137
FAM151A	9	8	4	36	43	25
HEATR8	13	3	9	67	53	41
HEATR8-TTC4	2	0	5	16	4	3
TTC4	147	184	209	63	11	76
PARS2	251	365	272	266	54	194
TTC22	16	8	12	19	2	57
C1orf177	5	7	6	6	0	10
DHCR24	13330	17079	22815	21174	914	22581
TMEM61	13	0	2	10	2	11
BSND	2	0	0	4	0	9
PCSK9	1259	291	190	13	5	6
USP24	14708	21391	19948	3785	1675	4238
LOC100507634	50	52	69	48	12	26
MIR4422	3	3	0	0	0	0
PPAP2B	3903	5386	1133	10181	7685	2889
PRKAA2	2593	4920	6916	1851	302	3021
C1orf168	1	29	14	39	2	50
C8A	0	0	1	0	0	0
C8B	2	2	2	0	0	0
DAB1	9489	9455	13288	146	65	596
OMA1	265	489	388	617	225	287
TACSTD2	0	2	2	18	2	16
MYSM1	6626	8005	8758	3673	502	4587
JUN	9905	11262	7737	4590	1869	5142
LOC100131060	33	2	12	65	18	61
HSD52	0	0	2	8	0	4
FGGY	195	224	101	317	206	161
MIR4711	0	0	0	0	0	0
HOOK1	743	1085	1856	1814	126	2559
CYP2J2	40	45	25	799	574	296
C1orf87	2	4	0	0	2	2
NFIA	14218	25111	21119	2912	1995	1888
TM2D1	1016	1278	1463	1719	517	1003
INADL	1734	2211	1849	688	212	573
L1TD1	12	36	32	5	6	15
KANK4	68	99	171	231	18	80
USP1	7287	8472	6854	2064	617	2060
DOCK7	11109	14364	12172	2441	1292	1708
ANGPTL3	28	39	32	2	2	1
ATG4C	1001	1414	1511	2039	453	1262
LINC00466	0	0	0	0	0	0
FOXD3	0	3	2	0	0	0
ALG6	1064	1386	1345	432	129	348
ITGB3BP	624	753	443	198	97	137
EFCAB7	2499	3420	3604	1030	175	1046
DLEU2L	437	424	407	54	5	78
PGM1	1132	2072	1483	2954	2026	1844
ROR1	203	300	160	34	18	23
UBE2U	0	0	0	0	2	0
CACHD1	4513	5229	3479	1695	1121	1167
MIR4794	0	1	0	0	0	0
RAVER2	4767	3177	1904	1251	648	1253
JAK1	7457	9820	7680	5716	1781	7333
MIR3671	60	35	51	5	0	4
MIR101-1	0	2	1	0	0	0
AK4	1096	3655	2363	4315	2748	2371
DNAJC6	14717	20669	38023	27752	1121	32756
LEPROT	3048	3850	3766	2799	1821	1383
LEPR	766	1110	1095	431	601	465
PDE4B	5561	6197	5541	4365	1494	4492
SGIP1	5265	7754	9444	3988	876	6302
MIR3117	5	10	14	5	0	10
TCTEX1D1	42	63	23	209	27	260
INSL5	1	6	3	4	6	0
WDR78	143	215	256	185	50	164
MIER1	3996	4585	5100	2297	571	2131
SLC35D1	3065	4162	3375	729	297	799
C1orf141	2	1	8	8	2	11
IL23R	0	0	4	0	0	0
IL12RB2	139	123	411	267	18	550
SERBP1	29520	30973	36211	7648	2347	7524
GADD45A	943	1617	895	1248	311	816
GNG12	1776	2697	1745	1236	1054	704
LOC100289178	61	50	69	27	33	28
DIRAS3	202	260	528	204	89	183
WLS	3839	4459	5001	4452	2335	1849
MIR1262	0	1	2	0	0	0
RPE65	0	10	8	12	46	30
DEPDC1	921	1007	114	41	0	40
LRRC7	12558	13061	18049	1268	154	1924
PIN1P1	12	24	6	1	0	0
LRRC40	4437	5653	7540	2046	413	1869
SRSF11	21782	27441	23821	8120	1714	7153
ANKRD13C	5804	5875	8061	2872	490	3243
HHLA3	169	306	104	644	271	219
CTH	448	1202	625	347	139	349
PTGER3	57	478	791	212	30	340
ZRANB2-AS1	255	358	308	59	7	58
ZRANB2	13067	15493	16805	8363	1565	6805
MIR186	97	87	79	28	5	21
ZRANB2-AS2	12	22	25	10	8	9
NEGR1	5389	7848	12987	7520	646	13842
NEGR1-IT1	1	0	3	0	0	0
LRRIQ3	22	20	42	7	3	6
FPGT-TNNI3K	5	14	17	6	6	4
FPGT	946	1446	2116	763	162	589
TNNI3K	0	0	0	0	0	0
C1orf173	2246	2716	9260	3969	225	6041
CRYZ	581	1280	346	1127	445	1051
TYW3	507	1102	857	1653	290	1910
LHX8	0	0	0	0	0	0
SLC44A5	11917	9587	17153	418	152	643
ACADM	3502	4187	4538	3766	1819	2487
RABGGTB	2273	2798	2949	2636	679	2084
SNORD45C	19	13	10	3	3	8
SNORD45A	24	32	17	9	1	10
SNORD45B	45	47	35	28	2	16
MSH4	75	111	168	66	12	62
ASB17	0	2	2	0	0	0
ST6GALNAC3	1094	1682	2221	641	223	366
ST6GALNAC5	712	2549	3484	1833	224	2553
PIGK	1837	2032	2857	2664	464	2221
AK5	1062	1458	2703	28058	1077	31747
ZZZ3	4746	5891	6001	1576	410	1606
USP33	12499	16782	20872	7924	1464	9570
FAM73A	2292	2963	2612	3613	394	5816
NEXN	104	173	132	117	112	67
FUBP1	21227	23962	21426	2799	586	2794
DNAJB4	1475	2218	2837	2474	640	2060
GIPC2	23	10	44	37	35	43
MGC27382	0	0	0	0	0	0
PTGFR	94	542	556	72	38	130
IFI44L	457	574	378	674	689	955
IFI44	2077	4309	1519	479	367	527
ELTD1	353	615	653	256	625	321
LPHN2	6938	12225	11732	2971	420	5352
TTLL7	10087	12666	13708	3123	372	6687
PRKACB	42108	36467	61037	30703	3063	40952
SAMD13	76	105	50	81	18	75
UOX	2	5	6	34	4	47
DNASE2B	0	0	0	11	0	12
RPF1	2113	1927	1847	1141	296	903
GNG5	1623	1458	480	566	858	294
CTBS	257	240	210	530	228	253
C1orf180	0	5	3	0	0	2
SSX2IP	13188	9957	12476	8559	1180	10945
LPAR3	5	31	4	121	86	12
MCOLN2	0	0	6	12	14	6
MCOLN3	0	0	0	10	13	28
WDR63	0	2	6	9	6	16
MIR4423	0	0	1	0	0	0
SYDE2	23	166	276	77	14	169
C1orf52	2908	3531	5120	2772	459	2381
BCL10	1060	1428	1628	350	155	239
LOC646626	8	12	12	11	2	9
DDAH1	6662	11936	7270	16592	10212	11803
CYR61	2632	3898	523	575	1121	1055
ZNHIT6	2325	2712	2439	1800	514	1390
COL24A1	170	102	101	1292	105	1889
ODF2L	3819	5159	6179	1902	302	2035
CLCA2	0	0	0	40	0	20
CLCA1	0	2	0	0	0	0
CLCA4	1	2	1	593	79	242
CLCA3P	1	4	4	2	0	0
SH3GLB1	14010	19531	32455	4287	1886	3117
SEP15	4218	5774	6352	6114	2553	4320
HS2ST1	4271	5640	6198	3421	1044	3589
LOC339524	272	207	339	566	67	498
LMO4	55348	47639	58452	25579	3320	27547
LOC100505768	17	14	35	7	2	21
PKN2	5242	8147	5220	1830	729	1526
GTF2B	1647	2421	2340	1051	248	969
CCBL2	1162	1821	1617	1299	394	791
RBMXL1	3397	4707	6476	1151	503	1103
GBP3	19	52	79	172	202	161
GBP1	6	19	22	220	197	195
GBP2	7	24	21	200	194	216
GBP7	2	10	20	14	0	8
GBP4	145	164	231	726	221	856
GBP5	6	11	14	8	47	62
GBP6	22	20	16	8	0	10
GBP1P1	0	0	0	14	28	33
LRRC8B	3865	8744	11581	9219	575	12832
FLJ27354	35	64	73	139	35	72
LRRC8C	931	2093	2563	1348	490	1559
LRRC8D	4093	4179	5405	3856	407	2671
GEMIN8P4	61	99	61	106	16	78
ZNF326	7116	9038	8504	1646	669	1259
BARHL2	4	4	12	6	0	4
ZNF644	10151	12112	12694	1762	611	2247
HFM1	676	1353	1273	176	60	117
CDC7	2778	2994	4162	1003	141	1426
HSP90B3P	6	14	20	11	2	1
TGFBR3	118	358	711	873	684	444
BRDT	5	15	20	44	14	15
EPHX4	364	164	285	1238	98	1388
BTBD8	375	401	478	44	11	105
KIAA1107	5112	5160	7523	6386	544	11427
C1orf146	43	16	35	33	7	29
GLMN	917	1157	1450	781	112	960
RPAP2	1474	2031	2291	368	73	477
GFI1	7	4	6	8	15	5
EVI5	1662	1992	2082	1555	342	1585
RPL5	62490	73308	87055	15336	5274	10566
FAM69A	1736	1953	3135	3554	512	3312
SNORD21	39	36	25	9	0	10
SNORA66	47	76	51	9	4	12
MTF2	6333	8062	6998	1371	300	1289
TMED5	3450	5639	3678	2900	829	2250
CCDC18	629	926	466	80	44	91
LOC100131564	872	1632	785	259	151	445
DR1	7067	7543	10003	2439	467	2648
FNBP1L	54310	64831	62760	1809	703	1665
BCAR3	510	527	353	692	382	371
LOC100129046	7	2	5	6	0	2
MIR760	35	18	42	6	0	13
DNTTIP2	3778	5085	5219	2423	582	2161
GCLM	516	896	966	948	160	960
ABCA4	33	68	146	72	37	45
ARHGAP29	790	1721	2735	1069	1529	1514
ABCD3	6731	8925	8506	3173	1314	2490
F3	1430	2475	1532	4540	3608	1311
SLC44A3	41	76	121	265	247	124
CNN3	13168	21388	11058	7752	4824	2894
LOC729970	287	427	521	355	155	252
ALG14	233	301	270	427	90	330
TMEM56	356	824	1382	3630	784	3141
TMEM56-RWDD3	51	74	125	36	16	21
RWDD3	265	516	662	520	266	307
FLJ31662	0	0	0	0	0	0
PTBP2	12851	16803	18333	3928	754	2996
DPYD	454	714	714	445	189	318
MIR137HG	460	646	994	287	38	208
MIR2682	55	91	82	0	0	1
MIR137	0	0	0	0	0	0
LOC729987	27	23	17	0	0	0
SNX7	3762	4109	4859	517	263	552
LPPR5	8510	7764	10470	1460	145	1726
LOC100129620	141	185	287	75	10	36
LPPR4	25161	20059	29158	8117	530	12457
PALMD	3277	5427	2495	332	242	309
MIR548D1	0	0	0	0	0	0
MIR548AA1	0	0	0	0	0	0
FRRS1	34	82	89	9	0	18
AGL	3531	6034	7726	2160	831	2305
SLC35A3	1215	1413	1706	309	93	462
HIAT1	4649	5347	6969	3652	638	3313
SASS6	1126	1134	1169	324	60	173
CCDC76	2663	3494	2827	521	214	403
LRRC39	389	441	361	236	34	188
DBT	2917	4013	4220	2116	591	2356
RTCD1	3313	4005	4820	2644	524	2574
MIR553	4	7	2	0	0	0
CDC14A	325	528	142	359	278	211
GPR88	169	466	480	483	47	695
LOC100128787	0	2	0	0	0	0
VCAM1	748	1591	891	100	182	121
EXTL2	2808	3498	3986	3471	399	3845
SLC30A7	3153	3848	3387	719	250	842
DPH5	1998	2063	2265	805	251	517
S1PR1	1776	3286	649	4319	4371	1378
OLFM3	2082	1736	3070	3564	165	5944
DNAJA1P5	1	6	5	0	0	2
COL11A1	5993	9697	3005	1378	776	1554
RNPC3	3235	3692	2719	872	189	1533
AMY2B	1675	1815	1367	1735	481	1250
LOC648740	308	266	209	131	34	200
AMY2A	15	18	25	52	9	46
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	20	5	7	1	0	1
PRMT6	1251	1413	1702	897	210	968
NTNG1	239	353	239	952	125	1519
VAV3	111	154	101	399	214	320
SLC25A24	1621	2336	1566	386	222	368
NBPF4	0	0	2	0	0	4
NBPF6	0	0	0	0	0	0
FAM102B	4276	5630	8775	4098	290	5812
HENMT1	1070	1216	2150	1079	69	994
PRPF38B	8059	10033	8638	2821	1015	2006
FNDC7	4	0	0	7	0	0
STXBP3	1418	2208	1862	3991	1234	2111
AKNAD1	148	486	187	30	2	18
SRG7	2	46	12	3	0	3
GPSM2	2034	1864	1181	1399	771	818
CLCC1	4319	4482	4088	2103	664	1888
WDR47	32283	32763	39183	12058	958	14577
TAF13	1003	1081	1416	1859	409	1568
TMEM167B	6572	6886	8741	3087	1103	2491
SCARNA2	61	55	43	8	0	4
C1orf194	124	190	151	204	62	61
KIAA1324	7750	5755	3926	1890	215	2221
SARS	14588	16420	17151	12601	1716	12723
CELSR2	39979	43398	29544	16652	2067	26822
PSRC1	2104	2026	524	2585	357	1734
MYBPHL	15	39	71	51	12	49
SORT1	12456	13012	12979	24562	3126	31713
PSMA5	3071	3898	4587	3550	704	3700
SYPL2	6	10	12	102	86	48
ATXN7L2	1588	1737	1062	939	219	707
CYB561D1	2439	2588	2886	1415	322	1809
AMIGO1	1600	1584	1795	1645	230	2826
GPR61	138	104	292	625	30	1087
GNAI3	9052	11668	9886	1910	910	1328
MIR197	3	4	0	1	0	0
GNAT2	7	24	16	4	3	37
AMPD2	5999	6741	9734	7428	1645	7486
GSTM4	375	763	329	1926	711	1070
GSTM2	1255	3361	3335	1659	1063	590
GSTM1	1437	1190	598	16	2372	420
GSTM5	589	644	366	604	1126	568
GSTM3	4329	3555	5847	6458	5084	3366
EPS8L3	4	3	3	2	6	0
CSF1	353	519	425	1143	542	529
AHCYL1	8264	10883	8799	24648	15300	12933
FAM40A	9502	11003	12361	2855	514	3188
ALX3	258	370	223	137	60	143
UBL4B	13	19	50	8	38	19
SLC6A17	4150	3454	10842	20083	1511	24839
KCNC4	1274	1484	2145	3066	647	3517
LOC440600	24	15	17	6	14	13
RBM15	1413	1892	1365	283	78	333
SLC16A4	507	648	581	178	160	165
HBXIP	3091	3796	3372	2511	1320	1932
PROK1	3	12	4	6	0	0
CYMP	0	0	0	7	0	5
KCNA10	0	0	0	0	0	3
KCNA2	494	831	605	2256	476	4029
KCNA3	779	1266	1604	143	10	499
CD53	133	172	86	385	127	486
LRIF1	1799	2372	3050	1138	219	1019
DRAM2	1595	1849	1496	803	320	537
CEPT1	1932	2650	2228	1487	446	1141
DENND2D	8	28	18	36	22	63
CHI3L2	0	0	0	24	10	4
RP11-165H20.1	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
C1orf88	4	22	6	224	91	158
PGCP1	0	0	0	0	0	0
OVGP1	226	323	321	368	69	353
WDR77	2469	2839	3097	1222	400	1091
ATP5F1	7017	8415	10119	6782	2458	5824
C1orf162	173	136	125	123	35	95
ADORA3	136	187	32	171	14	98
LOC100129269	4	10	14	13	2	2
RAP1A	2240	3423	3717	2359	1128	1632
FAM212B	833	1119	484	3570	825	5372
LOC100506343	164	333	156	112	16	226
DDX20	2114	2684	2360	809	146	723
KCND3	799	830	830	399	86	1749
CTTNBP2NL	11600	12597	12775	1109	388	1342
MIR4256	4	3	0	0	0	0
WNT2B	504	570	565	273	13	224
ST7L	1665	2238	2110	701	200	608
CAPZA1	4537	6211	5327	3723	1051	3264
MOV10	1015	1317	504	821	427	461
RHOC	1241	2505	1914	2364	2955	1208
PPM1J	355	321	515	475	58	288
FAM19A3	6	7	2	34	8	18
SLC16A1	4344	6350	4818	2915	1982	3416
AKR7A2P1	85	111	44	3	0	6
LRIG2	2695	3457	2666	231	76	397
LOC643441	2	0	0	0	0	0
MAGI3	5097	7271	6635	2712	445	3900
PHTF1	2919	3030	3238	1434	221	1755
RSBN1	7355	8415	8829	1813	348	1931
PTPN22	13	10	23	23	53	23
LOC100287722	233	315	248	29	2	40
BCL2L15	182	260	314	101	17	82
AP4B1	3210	3837	3423	1076	267	1030
DCLRE1B	2236	2344	2275	369	126	264
HIPK1	8857	11005	9966	4951	1666	6143
OLFML3	524	1018	2000	217	212	168
SYT6	6926	5270	8426	284	54	324
TRIM33	13278	17927	18510	3811	1028	4901
BCAS2	2225	2950	3204	3872	594	3050
DENND2C	223	381	249	78	38	87
AMPD1	0	0	0	0	0	0
NRAS	8690	11554	12654	2110	647	2231
CSDE1	56774	63834	78920	25755	7558	25804
SIKE1	4067	5609	6303	1682	520	1687
SYCP1	8	0	0	0	0	0
TSHB	7	2	9	0	0	2
TSPAN2	3030	2561	5115	96	79	120
NGF	10	17	58	36	20	11
VANGL1	890	1141	1044	194	119	142
CASQ2	0	8	30	144	389	184
NHLH2	144	160	283	75	8	102
SLC22A15	335	593	1228	1592	199	1520
MAB21L3	2	0	4	4	2	6
ATP1A1	22906	18417	35601	48724	2240	61374
ATP1A1OS	114	191	107	55	40	38
CD58	106	286	113	103	133	92
IGSF3	34408	38232	33013	1071	154	2006
MIR320B1	0	0	0	0	0	0
CD2	2	0	0	2	50	6
PTGFRN	9983	7904	5452	1457	545	1778
CD101	519	506	264	93	37	72
TTF2	741	1026	384	274	36	235
MIR942	2	0	0	0	0	0
TRIM45	1834	1731	829	524	183	467
VTCN1	75	100	50	8	2	3
MAN1A2	4763	5708	7500	1381	456	3418
FAM46C	112	130	92	38	99	56
GDAP2	1900	2765	2358	452	120	544
WDR3	4160	5274	5437	976	238	1115
SPAG17	84	92	225	24	11	15
TBX15	76	120	179	36	97	36
WARS2	872	778	601	518	111	526
HAO2	0	0	4	1	0	4
HSD3B2	2	0	0	3	0	4
HSD3B1	0	0	0	10	0	2
HSD3BP4	48	68	104	62	8	247
LOC644242	131	200	333	204	14	188
ZNF697	4128	5864	7768	528	73	847
PHGDH	2274	3358	544	6493	4218	1959
HMGCS2	0	0	0	0	0	0
REG4	0	0	0	0	0	0
NBPF7	2	0	0	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	8475	16439	3206	3680	2562	1406
FAM72B	185	198	71	30	0	20
HIST2H2BA	101	162	68	20	5	53
FCGR1B	32	27	22	33	2	11
EMBP1	98	103	110	40	4	52
LOC375010	13	4	1	0	1	1
LOC100130000	8	6	24	7	6	3
FLJ39739	5	18	40	3	5	18
LOC100286793	20	64	82	18	13	26
PPIAL4G	2	2	4	9	0	3
FAM72D	103	122	64	33	0	13
SRGAP2P2	2611	2332	3501	169	15	448
LOC728855	11	17	27	102	6	19
LOC728875	23	23	57	54	34	38
PPIAL4C	0	0	0	0	0	0
PPIAL4B	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	195	357	131	40	11	33
NBPF9	1704	2887	1242	277	60	316
LOC653513	559	576	231	359	127	423
PDE4DIP	33035	45504	40679	12439	4283	17552
SEC22B	3078	4177	3838	2241	622	2548
NOTCH2NL	598	1092	340	532	577	432
NBPF10	1192	2014	861	303	219	197
HFE2	4	2	10	19	0	16
TXNIP	6846	11423	9502	6126	4856	2841
POLR3GL	1547	1677	2239	1123	588	883
ANKRD34A	1716	1157	1873	3635	248	3669
LIX1L	1903	2515	2036	369	230	283
RBM8A	6671	7563	6455	1589	462	1491
GNRHR2	436	485	520	539	94	534
PEX11B	2509	2923	3506	3833	404	3063
ITGA10	264	401	597	228	349	286
ANKRD35	333	463	289	583	464	470
PIAS3	2261	3442	3290	1702	546	1533
NUDT17	399	539	277	172	66	99
POLR3C	2164	2536	2377	974	123	990
RNF115	1656	2350	2170	1012	262	1320
CD160	204	320	372	175	113	128
PDZK1	83	103	146	40	11	48
GPR89A	477	557	387	375	82	363
GPR89C	11	9	9	2	4	1
PDZK1P1	7	4	11	4	0	1
NBPF11	0	0	0	0	0	0
NBPF24	19	24	18	0	2	4
LOC728989	224	288	309	52	17	53
PRKAB2	9059	13469	15535	1912	661	2276
PDIA3P	939	1131	1182	717	271	529
FMO5	112	202	218	169	68	111
CHD1L	1098	2236	1174	2148	709	1459
LOC100289211	0	0	0	0	0	0
BCL9	15003	18279	16396	1805	544	1788
ACP6	242	417	312	317	232	98
GJA5	90	223	314	60	147	133
GJA8	0	0	0	0	2	0
GPR89B	140	180	240	65	23	73
NBPF14	2281	3998	1530	635	289	490
PPIAL4F	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
NBPF15	478	549	441	46	9	77
NBPF16	111	359	170	50	28	31
PPIAL4E	0	0	0	0	0	2
LOC645166	348	520	503	276	84	276
LOC388692	118	452	1001	510	60	636
FCGR1C	26	12	11	7	0	8
HIST2H2BF	294	437	277	55	23	92
FAM91A2	14	37	69	47	1	51
FCGR1A	41	39	13	37	4	20
HIST2H3D	21	16	8	0	0	4
HIST2H4A	0	0	0	0	0	0
HIST2H4B	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0
HIST2H3C	0	0	0	0	0	0
HIST2H2AA4	0	0	0	0	0	0
HIST2H2AA3	0	0	0	0	0	0
HIST2H2BC	61	68	70	7	2	8
HIST2H2BE	1905	4437	2394	893	398	554
HIST2H2AC	30	22	3	0	2	2
HIST2H2AB	3	3	2	0	0	1
BOLA1	496	463	459	453	167	316
SV2A	19688	24583	32630	29470	2252	31082
SF3B4	4298	4759	4418	1592	423	1211
MTMR11	565	948	278	429	167	301
OTUD7B	1314	2183	1290	2193	728	1301
VPS45	4969	6187	6109	3199	1044	2802
PLEKHO1	5485	7308	6085	2393	1261	1801
ANP32E	4476	6186	2043	4328	2707	2763
CA14	404	339	107	828	99	330
APH1A	7936	9076	7672	3251	1758	2000
C1orf54	134	233	243	237	375	108
C1orf51	688	314	318	857	136	379
MRPS21	3897	4325	5220	3908	1164	2502
PRPF3	5733	7040	5312	1822	620	1463
RPRD2	11069	12922	12196	3483	733	4025
TARS2	1928	2329	1963	2000	483	1689
ECM1	493	655	630	1122	228	994
ADAMTSL4	134	213	190	86	41	84
MIR4257	1	4	7	3	1	4
MCL1	17922	23338	18553	4374	2926	3730
ENSA	11649	14730	15587	19320	3866	16917
GOLPH3L	1032	1435	1254	1058	216	1006
HORMAD1	4	3	4	7	0	9
CTSS	102	200	184	242	66	173
CTSK	400	805	843	258	203	270
ARNT	3676	5380	3877	1725	517	1808
SETDB1	7426	8697	7285	1337	411	1241
CERS2	3642	5152	3901	5317	1479	2498
ANXA9	515	999	614	449	180	198
FAM63A	1664	3020	1573	1374	440	779
PRUNE	2971	3379	3913	1221	259	1163
BNIPL	49	69	29	27	8	29
C1orf56	547	487	489	162	83	129
CDC42SE1	7079	8303	7696	3147	1176	2731
MLLT11	42687	56248	70929	19237	1176	18061
GABPB2	876	729	573	269	108	216
SEMA6C	13573	19962	11591	1762	480	1593
TNFAIP8L2	45	37	46	26	10	14
TNFAIP8L2-SCNM1	0	0	0	0	0	0
LYSMD1	2032	2703	2528	833	179	557
SCNM1	197	289	202	59	20	67
TMOD4	59	161	175	27	2	20
VPS72	6626	7532	7066	2171	644	1745
PIP5K1A	5291	5995	5268	2237	584	2185
PSMD4	7276	7979	8024	7565	1903	5474
ZNF687	2388	2706	1819	1833	598	1321
PI4KB	5945	7231	6078	4593	1243	4186
RFX5	3048	3484	2211	2169	662	1957
SELENBP1	318	659	193	2391	1959	639
PSMB4	7785	8212	8128	6213	1751	4422
POGZ	26920	30363	26434	6140	1500	6125
CGN	243	812	1052	351	86	212
TUFT1	793	1414	1659	624	60	581
MIR554	0	1	7	0	0	0
SNX27	12747	14097	14423	6139	1205	6473
CELF3	37101	37440	48727	7836	1702	7588
RIIAD1	20	32	182	88	34	76
MRPL9	1986	2411	1882	1559	333	1226
OAZ3	154	249	231	115	38	110
TDRKH	2575	2965	3544	1388	223	1603
LINGO4	2	0	4	8	0	5
RORC	4	26	0	2	10	2
C2CD4D	20	10	10	44	0	38
