gene	logFC	P.Value	adj.P.Val
GAL3ST4	4.2016183435571	3.78237124550865e-05	0.00192032921851938
USP3	3.92006350958533	3.78487881955416e-05	0.00192032921851938
KIF18B	5.76075740317788	3.78770005150751e-05	0.00192032921851938
CEP170P1	5.27464646255012	3.79490237650346e-05	0.00192032921851938
CEP135	4.15010491230963	3.79570437672234e-05	0.00192032921851938
LOC644554	3.97982581939219	3.79954895248344e-05	0.00192032921851938
SFT2D2	3.92202240226301	3.82070062731723e-05	0.00192032921851938
S100A5	-3.84541573856271	3.82208013858348e-05	0.00192032921851938
LOC439950	4.8552323756164	3.83040493191945e-05	0.00192032921851938
SOX12	4.24994303124187	3.83413183714718e-05	0.00192032921851938
GPRIN3	5.5712645437853	3.83697630514311e-05	0.00192032921851938
NBPF1	3.93385779642569	3.84506328280426e-05	0.00192032921851938
KERA	5.36326739126166	3.87204454050941e-05	0.00192682161223699
KIAA0922	4.83769008818001	3.87647853747383e-05	0.00192682161223699
FAM110A	4.23031314907568	3.88854359603354e-05	0.00192823846660185
KIF14	6.06458752424284	3.92226030047767e-05	0.00194035978836397
LOC254099	3.81792835183205	3.93680336105603e-05	0.00194056742980444
GFAP	-4.61994764802317	3.94963640047416e-05	0.00194056742980444
SH2D7	4.68748830345747	3.95050045444275e-05	0.00194056742980444
SOD3	-5.16281764863089	3.99030510631823e-05	0.00194657859023201
LOC100128288	4.21086805290434	3.99292323568159e-05	0.00194657859023201
E2F8	6.75581426742806	3.99747418749544e-05	0.00194657859023201
SEMA3F	4.07702685706074	4.00476702511698e-05	0.00194657859023201
FA2H	-6.34407531904814	4.01391276967898e-05	0.00194657859023201
C1orf111	5.03357835041616	4.0262847981127e-05	0.00194657859023201
FBXO30	3.99533329548101	4.04197678769501e-05	0.00194657859023201
GTSE1	7.27680110922317	4.0582222004967e-05	0.00194657859023201
ZNF354C	5.41643349119615	4.06541702620616e-05	0.00194657859023201
KIAA0889	4.53824355988753	4.07431849233019e-05	0.00194657859023201
TEKT4P2	-4.77479665700849	4.07618122348953e-05	0.00194657859023201
RPRM	5.10556652866096	4.08339569454389e-05	0.00194657859023201
USP49	4.72510642899142	4.0836662578221e-05	0.00194657859023201
OBSCN	4.31015015272328	4.1172951420294e-05	0.00195814813959334
CPAMD8	3.84051057054526	4.15650743094592e-05	0.00197231461451189
CCDC88C	4.34139318447605	4.1789280211268e-05	0.00197651952548803
HPN	-5.02772591500191	4.18425953259675e-05	0.00197651952548803
CENPI	5.2531841524078	4.20697507807931e-05	0.00198277388477225
MCOLN3	-4.04158917860749	4.23272628303177e-05	0.00199042764491512
LOC400620	4.15177574010152	4.24710547191376e-05	0.00199271141491631
CACNG4	3.78874991086946	4.31033124638318e-05	0.00200601609928588
LOC728218	3.91829583405449	4.31327188828168e-05	0.00200601609928588
LOC389906	4.02073540996798	4.31643109961079e-05	0.00200601609928588
IL7	4.68667345150262	4.31871840450279e-05	0.00200601609928588
SLC1A5	4.22193725323794	4.32339319878588e-05	0.00200601609928588
LOC340017	-5.14833828195614	4.3517387373464e-05	0.00201470099154227
MOG	-6.72120932518352	4.36286263558675e-05	0.00201539213051409
MT3	-4.31388940862613	4.40212564669455e-05	0.00202584935568486
PLAC4	4.20182650602055	4.4048621659018e-05	0.00202584935568486
UBXN7	4.85444769519576	4.44720455724119e-05	0.00203743895278415
C11orf82	4.86794334584719	4.44953455711725e-05	0.00203743895278415
BBOX1	-4.57875091130128	4.46193708559908e-05	0.00203865710596608
ZNF660	4.28427459421807	4.49053201551204e-05	0.00204725213413082
ZNF792	4.54700599277675	4.52804200666052e-05	0.00205669220658228
C17orf78	4.76693909041631	4.53089509335005e-05	0.00205669220658228
VIPR1	-5.23620402193096	4.56389689936786e-05	0.00206718845273099
PCDHA13	4.97612327932479	4.58081199822204e-05	0.00207036872299772
CDC25A	4.13791692868089	4.59936464242332e-05	0.00207427380403772
CA4	-4.75999099253693	4.62608296175253e-05	0.00208183681844373
SPRR2D	4.63835672911146	4.64103916680014e-05	0.00208262381524351
SOWAHC	4.11022316401504	4.64773641268623e-05	0.00208262381524351
ZBTB12	4.00331860744235	4.68208137335401e-05	0.0020935306585215
SYNE2	4.2953413602794	4.69242095450013e-05	0.00209368018963475
FRMD3	3.80269439931724	4.7112169671884e-05	0.00209759417564648
WIF1	-4.66314093794188	4.74109756655971e-05	0.00210641629889232
CLEC4M	-3.9590947111744	4.77508397006693e-05	0.00211702133808518
PVALB	-5.61655643553827	4.79210021673732e-05	0.00211749251465562
TEN1-CDK3	4.07506914564784	4.79638465041941e-05	0.00211749251465562
DSG2	4.15547809010562	4.81420201079902e-05	0.00212088402690485
GADL1	5.42696890063958	4.83319382364448e-05	0.0021247776040669
CAMK2A	-5.22963720624954	4.88281255849937e-05	0.00213781019465006
SNORD27	3.93457584218437	4.88668387289943e-05	0.00213781019465006
SH2D1B	-5.94971005699083	4.89348696949908e-05	0.00213781019465006
KCNK2	4.49648097975339	4.90457231613056e-05	0.00213818917265309
C10orf116	-4.50533547441683	4.95733685595397e-05	0.00215669919018073
NT5DC2	3.68226229408529	4.97048554129906e-05	0.00215724060468964
MYCNOS	6.2062924838492	4.98863233729809e-05	0.00215724060468964
CCDC37	3.8099677525908	4.98950804104838e-05	0.00215724060468964
FHDC1	5.31417770619791	5.03576603944671e-05	0.00217275134312292
CST3	-4.0770952984554	5.05154696967892e-05	0.00217507555324076
MEIS2	4.24685128313161	5.0975941857994e-05	0.00218683353026258
EFNB1	3.85264437652659	5.09975515037819e-05	0.00218683353026258
NRAP	-4.24995647579895	5.11340721894111e-05	0.00218820367001149
OTX2	3.7106189868696	5.15671091659887e-05	0.00219865380978299
AIM1L	4.38997500048077	5.16207669329221e-05	0.00219865380978299
CA12	4.56780562376496	5.16934757915144e-05	0.00219865380978299
GCG	5.36615236149078	5.18256006351468e-05	0.00219865732114396
PLXNA3	4.26155156495812	5.19036947646525e-05	0.00219865732114396
ENDOU	-4.1673640936115	5.21344732913937e-05	0.00220102152530034
TOX3	5.0755129615408	5.21698688974945e-05	0.00220102152530034
LRRC72	3.65574208627866	5.24975062902893e-05	0.00221038796102735
RALGAPA2	3.85209430095984	5.28951398885155e-05	0.00221904667293468
GPX8	3.91062985967717	5.29152389273824e-05	0.00221904667293468
ERCC6L	5.3292529253661	5.30811401219091e-05	0.00221951736343424
DDAH2	5.08669576877726	5.31385930937854e-05	0.00221951736343424
AKAP7	3.91113488205555	5.34642179369092e-05	0.00222866977001546
SLC35F2	4.64904459024796	5.35817711257515e-05	0.00222912950810631
PBX4	3.73778948153508	5.39095017142106e-05	0.00223831395411026
KIAA0754	4.49290525868849	5.43965707954427e-05	0.0022502115833078
HELB	5.47732813294224	5.44111182812648e-05	0.0022502115833078
C6orf118	3.64663521761216	5.49484082037667e-05	0.00226378107818095
KIFC1	5.06467526056507	5.49555953223704e-05	0.00226378107818095
VWA5B2	-4.06124801525361	5.51377536046346e-05	0.0022658727910075
GAS2L3	6.10041363793906	5.52229343120435e-05	0.0022658727910075
ARL10	5.0450891395094	5.5372372972505e-05	0.00226755827166857
DTL	5.47261228438558	5.59322632940199e-05	0.00228419756466873
C11orf95	4.27861181613255	5.59970061490519e-05	0.00228419756466873
SBK1	4.63009406431806	5.63170807696697e-05	0.00229278449841655
FGFR4	3.8270842681022	5.66527351626662e-05	0.00230000727579806
STRA6	4.1420207592825	5.67143149341393e-05	0.00230000727579806
ZNF311	5.2222898933713	5.68277181490752e-05	0.00230014860732601
ZNF193	4.0171544389892	5.69733896056645e-05	0.00230134461205539
RNF152	4.39442976046414	5.71115121382204e-05	0.00230134461205539
KIF2C	5.13827879684844	5.72916730791524e-05	0.00230134461205539
CENPE	4.97481485305743	5.7425484027492e-05	0.00230134461205539
ZSCAN2	4.32571732455614	5.75684486865333e-05	0.00230134461205539
ZNF286A	4.5342450011668	5.76105471756954e-05	0.00230134461205539
LOC100505658	3.94324091169535	5.76820640980163e-05	0.00230134461205539
SCML2	4.19735353396287	5.77370697376031e-05	0.00230134461205539
SNAI2	3.86149860144196	5.81479400515736e-05	0.00230677925946256
DES	-4.65486692980972	5.81984194283886e-05	0.00230677925946256
ZNF560	4.86404665931253	5.82267126967862e-05	0.00230677925946256
PMP2	-3.95954543135604	5.84216068268455e-05	0.00230677925946256
PAPL	-4.8400561614102	5.84245917765057e-05	0.00230677925946256
ALMS1	4.05485802251283	5.89036475983042e-05	0.00231950894013752
MYL3	-3.83024352119654	5.91743900220181e-05	0.00231950894013752
GJB1	-6.96866331698877	5.9174646355901e-05	0.00231950894013752
CENPF	6.86248026000812	5.91903743684142e-05	0.00231950894013752
XKR7	5.92897327748959	5.95039238778711e-05	0.00232372078468459
ASF1B	5.36088822424917	5.95199436390586e-05	0.00232372078468459
ANGPTL3	3.68479273597702	5.98008713143182e-05	0.0023240030876832
DUSP18	4.46617408304526	5.98964701356834e-05	0.0023240030876832
FBXO43	4.72180018232284	6.00142925017585e-05	0.0023240030876832
NFIB	3.98059056593464	6.00733066935403e-05	0.0023240030876832
PTK7	3.81506298976893	6.03787683216835e-05	0.0023240030876832
CA7	-4.8431915818181	6.04653831468155e-05	0.0023240030876832
PCDHA2	4.64192409869814	6.04878508017225e-05	0.0023240030876832
KIAA0101	6.35515729467826	6.05410740516853e-05	0.0023240030876832
ZNF460	4.35595214504199	6.05473728700976e-05	0.0023240030876832
IQGAP2	5.31241837900285	6.06489954332654e-05	0.0023240030876832
HPX	4.15999764703987	6.0748814344008e-05	0.0023240030876832
WDR76	4.00937190806045	6.14243089317486e-05	0.00234455051813826
PLA2G16	-3.96234700216188	6.15099987794086e-05	0.00234455051813826
ZNF738	4.47123481229224	6.17450828479597e-05	0.00234689064588025
NTSR1	5.10626306344607	6.1795696544013e-05	0.00234689064588025
GPR156	4.63090063381833	6.19682048012729e-05	0.00234722743109374
LOC440297	5.10322905337882	6.20289003820528e-05	0.00234722743109374
PCDHA3	4.62617735717674	6.21665503381213e-05	0.00234818995013633
ADH1A	3.63563019853617	6.26367541653133e-05	0.0023578727636997
DNAH10	5.21382107704502	6.26482489064816e-05	0.0023578727636997
ZNF850	4.07812057087114	6.3102636697758e-05	0.00236798155766402
TMEM108	3.962760037486	6.31431572769056e-05	0.00236798155766402
MGST1	-4.33685935049889	6.33847195563281e-05	0.00236957105557502
RPL39	3.66801139790655	6.34133857821322e-05	0.00236957105557502
ZBTB34	4.31706146175968	6.35252490766312e-05	0.00236957105557502
LOC100505718	4.52832083357372	6.37094235696879e-05	0.00237221245127988
ZNF486	4.10760155387591	6.44685225610817e-05	0.00239203863163359
ITPRIPL1	4.39170111925714	6.44705050292145e-05	0.00239203863163359
CATSPERG	3.90712025353927	6.46035041488858e-05	0.00239273084569838
LOC100652791	4.2157819975325	6.47260399169376e-05	0.00239303376555095
MMRN1	4.25591202032182	6.48994814951537e-05	0.00239521437348781
ADRA2A	5.56637045307433	6.54144118001993e-05	0.00240298470940901
LHX9	4.24433844056199	6.54724358743542e-05	0.00240298470940901
FLJ34503	4.53452666171539	6.55186344453558e-05	0.00240298470940901
SLC24A4	-5.21506497319347	6.55693524358476e-05	0.00240298470940901
KLF8	4.61207764933418	6.57368920170222e-05	0.00240491294116819
SCN9A	4.76143993323144	6.62034609913146e-05	0.00241505751518591
SNORD30	3.71498298366729	6.62450068678539e-05	0.00241505751518591
SMC4	4.5435039036971	6.6408377887914e-05	0.00241680298379563
LOC100130894	-3.76188165320823	6.75417647757482e-05	0.00245093649838058
FAM106CP	4.67707291020357	6.76589668105752e-05	0.00245093649838058
BFSP2	3.7765987794069	6.77969299756892e-05	0.00245093649838058
DUSP5P	6.08939393699398	6.78147869904594e-05	0.00245093649838058
SPINK13	3.85731406996591	6.80192944435466e-05	0.00245408923366493
ANKRD34C	-7.17527227016913	6.84899965074651e-05	0.00246681870381276
ZNF599	3.62354747064314	6.86495729058031e-05	0.00246790815079867
COL4A1	3.99020696396859	6.87561144946776e-05	0.00246790815079867
THRSP	3.94508697287583	6.93615811184365e-05	0.00248537747685685
SHISA2	5.38585784889941	6.96402781494795e-05	0.00249109822317266
GAS5	3.62807488614361	7.00995266111215e-05	0.00250324691785722
ZNF70	3.80058730616465	7.02796285864858e-05	0.00250540290937104
GLRA2	6.33475080257651	7.05238316017984e-05	0.00250582006073531
CMAHP	-4.19735678071549	7.06350143815646e-05	0.00250582006073531
TNFRSF18	-4.89049262781622	7.06505703829606e-05	0.00250582006073531
MCM3AP-AS1	5.00060875143157	7.14912600409574e-05	0.00253059215001619
KIF15	4.80213465387664	7.176179160245e-05	0.00253059215001619
PI16	-6.01587649801191	7.1773340692992e-05	0.00253059215001619
RTP4	-4.13746447476641	7.19246203699171e-05	0.00253059215001619
SEMA4G	3.90533368503379	7.20564842734126e-05	0.00253059215001619
ZNF608	3.98228458364805	7.20912543466775e-05	0.00253059215001619
COL1A1	4.81631942793301	7.2375337956776e-05	0.00253059215001619
PNPLA3	5.0029372261266	7.24272434456649e-05	0.00253059215001619
TG	4.29352724120793	7.24373840131748e-05	0.00253059215001619
NSUN7	4.53079069680182	7.25698821058855e-05	0.00253099558824627
THSD7B	4.72981096533661	7.30712946693183e-05	0.00254424278244618
SCNN1G	5.70075559931742	7.34598205627008e-05	0.00255352193537388
DOK4	4.28825458748539	7.38518267818038e-05	0.00256289108994366
TUBA1A	4.64327133418485	7.40522810280428e-05	0.00256353145072302
ZC3HAV1L	4.89126347995588	7.42239160145993e-05	0.00256353145072302
ADH6	4.21397543226522	7.4300207976238e-05	0.00256353145072302
TP53INP1	3.67255554054581	7.44780323148422e-05	0.00256353145072302
KLF7	4.72601529660143	7.44828023530344e-05	0.00256353145072302
PARD6G	3.53100846057859	7.55507436944018e-05	0.00259494764589253
ZBTB10	3.98508487007064	7.56976361462913e-05	0.00259494764589253
SCARNA21	3.60935766595565	7.58688217539844e-05	0.00259494764589253
C19orf57	3.93356879872559	7.59581443738638e-05	0.00259494764589253
EPB41	4.05800939617951	7.60156220458819e-05	0.00259494764589253
C6orf123	4.4569775189875	7.62427306931868e-05	0.00259846153499288
REC8	3.83108694196256	7.69925783320033e-05	0.00261975072223659
SYTL2	-3.74191135215814	7.7366741485973e-05	0.00262800377725034
PCDHGA11	3.7061134413048	7.7486300801083e-05	0.00262800377725034
ZNF678	3.63577969933567	7.80533691631127e-05	0.00264295275583705
CENPH	3.85555974027068	7.89040447845539e-05	0.00266744110042258
SH3BP2	3.66820971044036	7.9109194445207e-05	0.00267006290800065
SCRT2	5.89691544093888	7.92385441572694e-05	0.00267012202099037
ARHGAP28	3.8892581191842	8.01037667662216e-05	0.0026949379796623
PPP1R14A	-4.3198251219818	8.05148542192049e-05	0.00270442028794716
LOC400940	4.37459708062189	8.08929799332701e-05	0.00271276682385194
AKIRIN2-AS1	4.02616290718278	8.18687863840404e-05	0.00273997530886251
SNORA13	3.77110273847738	8.19661924566536e-05	0.00273997530886251
MYC	4.28595757323954	8.28891498711709e-05	0.00276637327149318
LY86-AS1	-6.76854476251557	8.30202816829646e-05	0.00276637327149318
EFHD1	-4.30671909544646	8.31802044757366e-05	0.0027672956420656
CCNJ	3.88885442286783	8.35240313866929e-05	0.00277432362031418
CKM	3.67498305829708	8.4882548082446e-05	0.00281227347674739
DSPP	3.57227315377665	8.49353358168953e-05	0.00281227347674739
VTCN1	3.94122561200113	8.567361642836e-05	0.00283223712066329
NCKAP5	3.77532948211097	8.64644264855294e-05	0.00285387159090881
CENPK	4.6545162100757	8.66703547589263e-05	0.00285526180603268
CDCA7	5.64618608835656	8.69299245103498e-05	0.00285526180603268
CPVL	4.14109185091311	8.70612944949667e-05	0.00285526180603268
KIF21B	4.16557064338901	8.71238073827433e-05	0.00285526180603268
HN1	4.66446443055079	8.72757672526483e-05	0.00285526180603268
TCAM1P	4.11101391127478	8.74105158054558e-05	0.00285526180603268
XKR5	4.8298657074631	8.74616657587188e-05	0.00285526180603268
DLG5	3.81119522030914	8.76722157452807e-05	0.00285602960339457
PLK4	3.95686505901829	8.78403936556399e-05	0.00285602960339457
RPS15A	3.54671341798019	8.78946317779844e-05	0.00285602960339457
KLF11	3.6608824542831	8.8435363402672e-05	0.00286914482878188
ZNF793	4.17215075916663	8.89622772492921e-05	0.00288004034781127
LOC100505679	3.8028814168035	8.91653780866264e-05	0.00288004034781127
PHF16	3.65739636012813	8.9184084171925e-05	0.00288004034781127
C14orf37	3.96704082245644	8.95327960097435e-05	0.00288339654283776
VHLL	3.89971287509197	8.95635932736567e-05	0.00288339654283776
ZBED4	4.34757334451864	8.99644562886122e-05	0.00289185286066897
EEF1G	3.62997135733227	9.02893363498651e-05	0.00289713378207743
CYP2J2	-3.81467992586368	9.0405636992094e-05	0.00289713378207743
LBR	3.57302918933146	9.08172769639284e-05	0.00290404002198605
BUB1	6.22103011952299	9.08987008697726e-05	0.00290404002198605
AQP7	-3.49577920506906	9.13735186032809e-05	0.00290969707522817
SLC7A9	3.92554576776075	9.14559337007332e-05	0.00290969707522817
RCC1	3.99042768932841	9.17127064953932e-05	0.00290969707522817
LOC100507433	3.7595857360484	9.17381272282077e-05	0.00290969707522817
NINL	3.61023454723595	9.18474458584526e-05	0.00290969707522817
SEZ6	4.54277056053781	9.19807960457825e-05	0.00290969707522817
LOC100129387	4.36052051834125	9.20490998662452e-05	0.00290969707522817
PCDHB18	4.82988111586278	9.22190345501819e-05	0.00291067197133802
NEUROG1	7.69911237191092	9.24618208823297e-05	0.00291393985509583
RIMKLB	3.52182472732635	9.28929058250262e-05	0.00292141543920502
HCN3	4.72930132895647	9.29782415421266e-05	0.00292141543920502
PPP1R14B	3.50709306338344	9.33614809129458e-05	0.00292365744842324
SPINK8	4.37081316892718	9.35078363608117e-05	0.00292365744842324
ADAMTS9	3.75281661448034	9.35520626260946e-05	0.00292365744842324
CSRP1	-3.92527556016945	9.38574862794155e-05	0.00292365744842324
RGL3	-3.85037541955788	9.38806864557913e-05	0.00292365744842324
KIF18A	4.80588835573593	9.39224523992678e-05	0.00292365744842324
PBRM1	4.02187934609347	9.40275954692172e-05	0.00292365744842324
RFX3	4.42397807755853	9.46787020864213e-05	0.00293473202810565
LINC00304	4.27008459311126	9.47051936454517e-05	0.00293473202810565
AKR7A2P1	4.63937261701059	9.48630290309787e-05	0.00293473202810565
PCDHGA6	3.77401853154974	9.49447377916242e-05	0.00293473202810565
GOLGA6L9	3.87249977802907	9.53695803775878e-05	0.00294082107972769
PRND	4.74829495632931	9.54228000160136e-05	0.00294082107972769
SNORA36A	3.89080844732383	9.59268242528895e-05	0.00295200694752348
TMC2	4.69734759760575	9.70042574299817e-05	0.0029718908219973
ZNF154	4.11266381300086	9.7158326063995e-05	0.0029718908219973
POU5F1B	4.08389321610156	9.71949493327304e-05	0.0029718908219973
SETBP1	4.55724283203701	9.76784231028409e-05	0.0029718908219973
WNT4	3.95993130203846	9.80212433700299e-05	0.0029718908219973
MIR3176	3.5608031435147	9.83321177753813e-05	0.0029718908219973
ZNF28	3.58305434465578	9.8549695359323e-05	0.0029718908219973
LCORL	3.75078892800774	9.86131880664984e-05	0.0029718908219973
CTTNBP2NL	3.88426778248314	9.87335897809411e-05	0.0029718908219973
CDCA4	3.571621912097	9.87536531816375e-05	0.0029718908219973
NEUROD2	4.41750507210011	9.87767608374192e-05	0.0029718908219973
ZNF221	5.02265880360733	9.91322802312618e-05	0.0029718908219973
